,player,position,team,age,birth_year,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,miscontrols,dispossessed,passes_received,progressive_passes_received,games,minutes,minutes_per_game,minutes_pct,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
195,Fabian Frei,MF,Switzerland,33,1989,0.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,7.0,9.0,0.0,0.0,16.0,0.0,0.0,,0.0,2.0,13.0,1.0,2,25.0,13.0,6.9,0,,0,2,13.0,2,1.5,0.0,0.0,0.0,0.0,1.07,0.2,0.3,0.0,-0.13,-0.22,9.0,14.0,64.3,150.0,19.0,4.0,4.0,100.0,5.0,7.0,71.4,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0,2.0,0.0,1.0,0.0
196,Fabian Rieder,FW,Switzerland,20,2002,0.8,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,3.0,2,1.0,1.0,1.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,0,3.0,1.0,0.0,1.0,1.32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,8.0,16.0,10.0,1.0,32.0,1.0,1.0,100.0,2.0,2.0,19.0,2.0,2,68.0,34.0,18.9,1,58.0,0,1,10.0,2,1.5,0.0,0.0,0.0,0.0,1.23,0.4,0.5,-0.1,-0.16,-0.29,13.0,26.0,50.0,126.0,34.0,11.0,16.0,68.8,2.0,7.0,28.6,0.0,2.0,0.0,0,0.2,0.0,-0.2,1.0,1.0,0.0,0.0,1.0,1,0,0,4,2,0,1,0.0,0.0,0,4.0,0.0,1.0,0.0
197,Fabian Schär,DF,Switzerland,30,1991,1.5,0,2,0,0.0,1.33,0.0,0.0,,16.7,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,2.0,1,1.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,2,4.0,7.0,0.0,6.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,14.0,50.0,48.0,2.0,1.0,100.0,0.0,0.0,,1.0,1.0,56.0,0.0,2,135.0,68.0,37.5,2,68.0,1,0,,2,1.5,3.0,4.0,-1.0,-0.67,0.53,3.1,2.3,0.8,0.51,0.68,65.0,82.0,79.3,1483.0,444.0,17.0,19.0,89.5,40.0,47.0,85.1,8.0,16.0,50.0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2,0,0,1,2,0,0,0.0,0.0,0,7.0,4.0,4.0,50.0
198,Fabinho,MF,Brazil,29,1993,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,3.0,2,1.0,2.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,1,4.0,2.0,0.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,4.0,12.0,45.0,7.0,0.0,63.0,0.0,0.0,,1.0,0.0,40.0,0.0,1,90.0,90.0,18.8,1,90.0,1,0,,4,0.0,0.0,1.0,-1.0,-1.0,-2.38,2.5,0.5,2.0,1.99,0.16,51.0,57.0,89.5,896.0,326.0,25.0,26.0,96.2,19.0,22.0,86.4,7.0,7.0,100.0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0,0,0,2,0,0,0,0.0,0.0,0,9.0,1.0,6.0,14.3
199,Facundo Pellistri,MF,Uruguay,20,2001,2.0,0,1,0,0.0,0.5,0.0,0.0,,11.5,0.0,0,0,0.2,0.2,0.17,-0.2,-0.2,2.0,1,0.0,1.0,1.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,0,2.0,2.0,0.0,3.0,1.49,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,1.0,8.0,16.0,43.0,7.0,66.0,0.0,6.0,0.0,2.0,3.0,48.0,9.0,3,181.0,60.0,67.0,2,76.0,0,1,29.0,0,1.33,2.0,1.0,1.0,0.5,1.51,2.7,2.5,0.2,0.09,0.13,32.0,46.0,69.6,536.0,103.0,16.0,19.0,84.2,13.0,19.0,68.4,2.0,3.0,66.7,0,0.2,0.2,-0.2,3.0,1.0,1.0,0.0,2.0,0,0,0,2,2,0,3,0.0,0.0,0,9.0,0.0,6.0,0.0
200,Famara Diedhiou,FW,Senegal,30,1992,1.0,1,3,1,33.3,2.93,0.98,0.33,1.0,9.1,0.0,0,0,0.2,0.2,0.07,0.8,0.8,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,2.0,0.0,3.0,2.93,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,4.0,9.0,11.0,5.0,24.0,0.0,1.0,0.0,2.0,2.0,20.0,0.0,2,92.0,46.0,25.6,1,73.0,0,1,19.0,2,1.5,2.0,0.0,2.0,1.96,3.3,0.8,0.9,-0.1,-0.13,-0.52,10.0,14.0,71.4,145.0,17.0,5.0,8.0,62.5,5.0,5.0,100.0,0.0,0.0,,0,0.0,0.1,0.0,1.0,1.0,1.0,0.0,1.0,0,0,0,2,2,1,0,0.0,0.0,0,3.0,5.0,4.0,55.6
201,Federico Valverde,MF,Uruguay,24,1998,3.0,0,7,1,14.3,2.33,0.33,0.0,0.0,33.0,0.0,0,0,0.2,0.2,0.02,-0.2,-0.2,7.0,4,3.0,4.0,0.0,5.0,6.0,83.3,1.0,6.0,0.0,6.0,5,12.0,1.0,0.0,14.0,4.67,9.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,2.0,40.0,144.0,47.0,4.0,225.0,1.0,4.0,25.0,6.0,2.0,152.0,4.0,3,270.0,90.0,100.0,3,90.0,3,0,,0,1.33,2.0,2.0,0.0,0.0,,3.7,3.5,0.1,0.05,,159.0,189.0,84.1,2866.0,875.0,68.0,73.0,93.2,63.0,73.0,86.3,23.0,34.0,67.6,0,0.4,0.4,-0.4,4.0,21.0,3.0,1.0,17.0,0,0,0,6,2,0,7,0.0,0.0,0,19.0,1.0,3.0,25.0
202,Ferjani Sassi,MF,Tunisia,30,1992,0.5,0,1,0,0.0,1.87,0.0,0.0,,33.3,0.0,0,0,0.0,0.0,0.02,0.0,0.0,2.0,0,0.0,2.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,1,3.0,0.0,0.0,3.0,5.63,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,9.0,26.0,4.0,0.0,39.0,2.0,3.0,66.7,0.0,0.0,27.0,2.0,2,48.0,24.0,17.8,0,,0,2,24.0,1,0.5,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.3,0.51,0.82,25.0,34.0,73.5,522.0,135.0,5.0,7.0,71.4,17.0,18.0,94.4,3.0,6.0,50.0,0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0,1,0,0,1,1,0,0,0.0,0.0,0,5.0,2.0,0.0,100.0
203,Ferrán Torres,FW,Spain,22,2000,2.4,2,3,1,33.3,1.24,0.41,0.33,1.0,17.1,0.0,1,1,1.0,0.2,0.08,1.0,0.8,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0,0.0,0.0,0.0,2.0,0.83,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.41,1.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,5.0,38.0,72.0,12.0,114.0,1.0,11.0,9.1,9.0,7.0,98.0,14.0,4,217.0,54.0,55.6,3,61.0,0,1,34.0,0,1.25,4.0,0.0,4.0,1.66,0.62,3.4,0.6,2.7,1.13,1.12,59.0,85.0,69.4,878.0,123.0,33.0,38.0,86.8,22.0,29.0,75.9,1.0,5.0,20.0,0,0.2,0.2,-0.2,1.0,1.0,3.0,0.0,6.0,0,0,0,1,5,2,9,0.0,0.0,0,8.0,0.0,3.0,0.0
204,Filip Kostić,DF,Serbia,30,1992,2.0,0,1,0,0.0,0.5,0.0,0.0,,18.3,0.0,0,0,0.0,0.0,0.02,0.0,0.0,6.0,3,2.0,1.0,3.0,2.0,2.0,100.0,0.0,3.0,0.0,3.0,0,6.0,1.0,0.0,5.0,2.51,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,130.0,2.0,18.0,57.0,56.0,10.0,130.0,0.0,1.0,0.0,3.0,1.0,72.0,12.0,2,179.0,90.0,66.3,2,90.0,1,0,,1,0.5,5.0,6.0,-1.0,-0.5,1.48,3.2,4.9,-1.7,-0.86,1.36,72.0,113.0,63.7,1170.0,416.0,28.0,34.0,82.4,30.0,46.0,65.2,7.0,19.0,36.8,0,0.0,0.2,0.0,1.0,3.0,2.0,2.0,6.0,0,0,0,3,1,2,16,0.0,0.0,0,12.0,0.0,0.0,
205,Filip Mladenović,DF,Serbia,31,1991,0.7,0,1,0,0.0,1.38,0.0,0.0,,10.7,0.0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,8.0,14.0,7.0,1.0,29.0,0.0,2.0,0.0,1.0,0.0,14.0,2.0,1,65.0,65.0,24.1,1,65.0,0,0,,2,0.0,0.0,1.0,-1.0,-1.38,-0.51,0.0,1.9,-1.9,-2.64,-1.75,20.0,25.0,80.0,279.0,95.0,10.0,10.0,100.0,8.0,11.0,72.7,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0.0,0.0,0,4.0,1.0,0.0,100.0
206,Filip Đuričić,MF,Serbia,30,1992,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,12.86,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,5.0,1.0,9.0,0.0,0.0,,1.0,0.0,6.0,2.0,2,14.0,7.0,5.2,0,,0,2,7.0,1,0.5,0.0,0.0,0.0,0.0,1.05,0.1,0.3,-0.2,-1.12,0.21,5.0,6.0,83.3,96.0,23.0,2.0,3.0,66.7,3.0,3.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0,0.0,2.0,1.0,66.7
207,Firas Al-Buraikan,MF,Saudi Arabia,22,2000,3.0,0,2,0,0.0,0.67,0.0,0.0,,15.4,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,3.0,3,2.0,0.0,1.0,2.0,2.0,100.0,0.0,5.0,2.0,3.0,2,5.0,4.0,0.0,2.0,0.67,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,7.0,17.0,29.0,49.0,9.0,94.0,1.0,7.0,14.3,4.0,3.0,63.0,9.0,3,268.0,89.0,99.3,3,89.0,2,0,,0,1.0,3.0,5.0,-2.0,-0.67,-0.67,3.0,5.9,-3.0,-0.99,2.19,42.0,63.0,66.7,523.0,111.0,30.0,34.0,88.2,8.0,13.0,61.5,1.0,1.0,100.0,1,0.1,0.1,0.9,1.0,1.0,4.0,0.0,5.0,0,0,0,2,3,1,2,0.0,0.0,0,7.0,5.0,7.0,41.7
208,Fodé Ballo-Touré,DF,Senegal,25,1997,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,7.0,2.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1,7.0,7.0,1.9,0,,0,1,7.0,1,0.0,0.0,0.0,0.0,0.0,0.51,0.1,0.2,-0.1,-1.09,-1.37,5.0,8.0,62.5,100.0,3.0,2.0,2.0,100.0,2.0,3.0,66.7,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0.0,0.0,0,0.0,1.0,0.0,100.0
209,Fran Karačić,DF,Australia,26,1996,1.0,0,3,0,0.0,2.9,0.0,0.0,,26.1,0.0,0,0,0.2,0.2,0.06,-0.2,-0.2,2.0,1,2.0,0.0,0.0,1.0,1.0,100.0,0.0,2.0,1.0,1.0,2,4.0,3.0,0.0,2.0,1.94,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,6.0,24.0,31.0,14.0,1.0,69.0,0.0,0.0,,1.0,0.0,22.0,0.0,2,93.0,47.0,25.8,1,74.0,0,1,19.0,2,1.5,2.0,0.0,2.0,1.94,3.28,1.1,1.6,-0.4,-0.41,1.1,33.0,54.0,61.1,765.0,350.0,11.0,17.0,64.7,13.0,22.0,59.1,9.0,14.0,64.3,0,0.1,0.1,-0.1,1.0,5.0,3.0,1.0,7.0,0,0,0,3,0,0,5,0.0,0.0,0,9.0,4.0,4.0,50.0
210,Francisco Calvo,DF,Costa Rica,30,1992,2.0,0,1,0,0.0,0.5,0.0,0.0,,28.8,0.0,0,0,0.0,0.0,0.01,0.0,0.0,7.0,4,6.0,1.0,0.0,4.0,7.0,57.1,3.0,3.0,1.0,2.0,2,9.0,2.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,8.0,76.0,43.0,3.0,0.0,121.0,2.0,2.0,100.0,4.0,1.0,76.0,0.0,2,180.0,90.0,66.7,2,90.0,2,0,,0,1.5,1.0,7.0,-6.0,-3.0,-1.0,0.1,4.4,-4.3,-2.15,2.25,86.0,104.0,82.7,1562.0,601.0,34.0,37.0,91.9,43.0,49.0,87.8,8.0,17.0,47.1,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,2,0,0,6,0,1,0,0.0,0.0,0,12.0,2.0,1.0,66.7
211,Fred,MF,Brazil,29,1993,1.6,0,3,1,33.3,1.9,0.63,0.0,0.0,18.3,0.0,0,0,0.3,0.3,0.11,-0.3,-0.3,3.0,3,1.0,1.0,1.0,1.0,2.0,50.0,1.0,1.0,1.0,0.0,0,3.0,3.0,0.0,5.0,3.54,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,4.0,22.0,43.0,33.0,2.0,98.0,0.0,0.0,,3.0,1.0,67.0,6.0,4,142.0,36.0,29.6,2,56.0,0,2,16.0,1,1.75,0.0,1.0,-1.0,-0.63,-2.23,2.1,0.6,1.5,1.05,-1.1,71.0,83.0,85.5,1108.0,338.0,40.0,45.0,88.9,23.0,29.0,79.3,6.0,6.0,100.0,0,0.2,0.2,-0.2,4.0,6.0,4.0,0.0,11.0,1,0,0,3,0,0,0,0.0,0.0,0,7.0,0.0,2.0,0.0
212,Frenkie de Jong,MF,Netherlands,25,1997,5.3,1,2,1,50.0,0.38,0.19,0.5,1.0,14.2,0.0,0,0,0.9,0.9,0.44,0.1,0.1,12.0,5,4.0,5.0,3.0,1.0,3.0,33.3,2.0,6.0,3.0,3.0,6,18.0,3.0,0.0,9.0,1.82,8.0,0.0,0.0,1.0,0.0,0.0,2.0,0.4,2.0,0.0,0.0,0.0,0.0,0.0,408.0,13.0,82.0,255.0,75.0,3.0,408.0,3.0,6.0,50.0,5.0,4.0,303.0,7.0,5,475.0,95.0,99.0,5,95.0,4,0,,0,2.2,10.0,4.0,6.0,1.14,1.14,4.6,6.0,-1.5,-0.3,-0.31,323.0,364.0,88.7,5030.0,1254.0,178.0,198.0,89.9,121.0,128.0,94.5,19.0,25.0,76.0,1,0.2,0.4,0.8,4.0,23.0,2.0,1.0,17.0,1,0,0,4,6,0,3,0.0,0.0,0,30.0,8.0,1.0,88.9
213,Félix Torres Caicedo,DF,Ecuador,25,1997,3.0,0,1,0,0.0,0.33,0.0,0.0,,8.5,0.0,0,0,0.1,0.1,0.12,-0.1,-0.1,2.0,2,2.0,0.0,0.0,2.0,3.0,66.7,1.0,3.0,2.0,1.0,4,6.0,10.0,0.0,2.0,0.67,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.33,0.0,0.0,0.0,1.0,0.0,0.0,233.0,21.0,139.0,90.0,5.0,3.0,233.0,0.0,1.0,0.0,2.0,0.0,155.0,0.0,3,270.0,90.0,100.0,3,90.0,3,0,,0,1.33,4.0,3.0,1.0,0.33,,3.7,2.6,1.2,0.39,,168.0,208.0,80.8,3340.0,1317.0,51.0,58.0,87.9,94.0,103.0,91.3,23.0,42.0,54.8,1,0.4,0.0,0.6,1.0,3.0,0.0,0.0,2.0,0,0,0,1,0,0,0,0.0,0.0,0,17.0,9.0,4.0,69.2
214,Gabriel Jesus,FW,Brazil,25,1997,1.0,0,2,1,50.0,1.94,0.97,0.0,0.0,8.8,0.0,0,0,0.4,0.4,0.18,-0.4,-0.4,2.0,1,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,2,4.0,0.0,0.0,6.0,5.81,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,12.0,27.0,6.0,39.0,1.0,2.0,50.0,2.0,0.0,25.0,4.0,3,93.0,31.0,19.4,1,63.0,0,2,15.0,0,2.0,1.0,0.0,1.0,0.97,0.04,1.8,0.3,1.5,1.49,-0.46,22.0,28.0,78.6,297.0,130.0,13.0,14.0,92.9,6.0,7.0,85.7,2.0,2.0,100.0,0,0.2,0.1,-0.2,4.0,3.0,2.0,0.0,5.0,0,0,0,1,4,0,1,0.0,0.0,0,2.0,1.0,1.0,50.0
215,Garang Kuol,FW,Australia,18,2004,0.4,0,1,1,100.0,2.43,2.43,0.0,0.0,9.6,0.0,0,0,0.4,0.4,0.38,-0.4,-0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,4.0,5.0,2.0,10.0,0.0,2.0,0.0,1.0,0.0,7.0,3.0,2,37.0,19.0,10.3,0,,0,2,19.0,2,0.0,1.0,0.0,1.0,2.43,3.27,0.5,1.3,-0.7,-1.81,-0.65,3.0,5.0,60.0,33.0,3.0,3.0,3.0,100.0,0.0,2.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0,0.0,1.0,2.0,33.3
216,Gareth Bale,FW,Wales,33,1989,2.5,1,1,1,100.0,0.4,0.4,0.0,0.0,46.6,0.0,1,1,0.8,0.0,0.02,0.2,0.0,1.0,1,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1,2.0,1.0,0.0,4.0,1.6,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,68.0,2.0,13.0,30.0,26.0,2.0,67.0,1.0,3.0,33.3,4.0,4.0,51.0,10.0,3,225.0,75.0,83.3,3,75.0,2,0,,0,0.33,1.0,3.0,-2.0,-0.8,5.2,2.5,3.1,-0.6,-0.24,2.34,33.0,53.0,62.3,545.0,137.0,12.0,17.0,70.6,13.0,18.0,72.2,3.0,9.0,33.3,0,0.2,0.2,-0.2,2.0,2.0,1.0,1.0,4.0,1,0,0,2,5,2,2,1.0,0.0,0,9.0,4.0,7.0,36.4
217,Gavi,MF,Spain,18,2004,3.2,1,1,1,100.0,0.32,0.32,1.0,1.0,17.6,0.0,0,0,0.1,0.1,0.14,0.9,0.9,8.0,4,1.0,7.0,0.0,2.0,5.0,40.0,3.0,3.0,0.0,3.0,1,9.0,2.0,0.0,5.0,1.58,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.32,1.0,0.0,0.0,0.0,0.0,0.0,183.0,3.0,13.0,116.0,55.0,6.0,183.0,3.0,7.0,42.9,8.0,5.0,153.0,18.0,4,284.0,71.0,72.8,4,71.0,1,0,,0,1.25,9.0,2.0,7.0,2.22,3.07,5.1,1.6,3.5,1.11,1.76,133.0,154.0,86.4,1966.0,174.0,77.0,81.0,95.1,46.0,49.0,93.9,6.0,11.0,54.5,0,0.1,0.2,-0.1,1.0,6.0,2.0,1.0,4.0,0,0,0,9,14,0,4,0.0,0.0,0,7.0,2.0,5.0,28.6
218,Gaël Ondoua,MF,Cameroon,27,1995,0.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,2.0,1,0.0,2.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,3.0,15.0,7.0,1.0,25.0,0.0,0.0,,0.0,1.0,9.0,0.0,2,47.0,24.0,17.4,0,,0,2,24.0,1,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.6,-0.6,-1.1,-0.39,17.0,19.0,89.5,301.0,103.0,7.0,9.0,77.8,6.0,6.0,100.0,3.0,3.0,100.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0,0,0,2,1,0,0,0.0,0.0,0,2.0,1.0,2.0,33.3
219,Georges-Kévin N'Koudou,FW,Cameroon,27,1995,0.3,0,1,1,100.0,3.33,3.33,0.0,0.0,26.6,1.0,0,0,0.0,0.0,0.04,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,3.33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,7.0,12.0,1.0,20.0,0.0,2.0,0.0,1.0,2.0,12.0,4.0,2,27.0,14.0,10.0,0,,0,2,14.0,1,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.4,-0.3,-1.06,-0.31,9.0,12.0,75.0,165.0,28.0,5.0,5.0,100.0,3.0,4.0,75.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,1,1,0,2,0.0,0.0,0,3.0,0.0,1.0,0.0
220,Germán Pezzella,DF,Argentina,31,1991,0.7,0,1,0,0.0,1.5,0.0,0.0,,10.0,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,10.0,36.0,1.0,1.0,47.0,0.0,0.0,,0.0,0.0,40.0,0.0,3,60.0,20.0,8.7,0,,0,3,20.0,4,1.67,0.0,3.0,-3.0,-4.5,-5.93,1.2,1.5,-0.4,-1.3,-2.78,42.0,45.0,93.3,628.0,234.0,22.0,22.0,100.0,20.0,21.0,95.2,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,2,2,0,0,0.0,0.0,0,1.0,0.0,6.0,0.0
221,Gerson Torres,MF,Costa Rica,25,1997,0.7,0,1,0,0.0,1.41,0.0,0.0,,30.8,0.0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0,0.0,0.0,0.0,2.0,2.81,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,7.0,12.0,6.0,0.0,25.0,0.0,2.0,0.0,3.0,4.0,22.0,1.0,1,64.0,64.0,23.7,1,64.0,0,0,,2,3.0,0.0,0.0,0.0,0.0,3.5,0.0,0.5,-0.4,-0.61,2.99,16.0,16.0,100.0,228.0,14.0,8.0,8.0,100.0,8.0,8.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,8,0,0,0.0,0.0,0,4.0,0.0,0.0,
222,Ghaylène Chaalali,MF,Tunisia,28,1994,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,7.0,4.0,0.0,0.0,11.0,0.0,0.0,,1.0,1.0,1.0,0.0,1,17.0,17.0,6.3,0,,0,1,17.0,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,-0.6,-3.19,-3.22,3.0,4.0,75.0,75.0,32.0,0.0,1.0,0.0,3.0,3.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0.0,0.0,0,2.0,1.0,0.0,100.0
