,player,position,team,age,birth_year,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,miscontrols,dispossessed,passes_received,progressive_passes_received,games,minutes,minutes_per_game,minutes_pct,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
350,Kellyn Acosta,MF,United States,27,1995,0.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,3.0,2,3.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0,3.0,0.0,0.0,1.0,2.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,3.0,8.0,5.0,0.0,16.0,0.0,0.0,,0.0,0.0,10.0,2.0,2,43.0,22.0,11.9,0,,0,2,22.0,2,2.0,0.0,1.0,-1.0,-2.09,-2.09,0.4,1.1,-0.7,-1.57,-1.69,10.0,12.0,83.3,165.0,29.0,3.0,4.0,75.0,7.0,7.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0.0,0.0,0,2.0,1.0,0.0,100.0
351,Kendall Waston,DF,Costa Rica,34,1988,2.5,0,1,1,100.0,0.4,0.4,0.0,0.0,10.5,0.0,0,0,0.2,0.2,0.15,-0.2,-0.2,7.0,4,6.0,1.0,0.0,3.0,4.0,75.0,1.0,2.0,1.0,1.0,5,12.0,14.0,0.0,1.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,107.0,30.0,75.0,28.0,4.0,3.0,107.0,0.0,0.0,,1.0,1.0,59.0,0.0,3,225.0,75.0,83.3,2,90.0,2,1,45.0,0,1.0,3.0,8.0,-5.0,-2.0,4.0,1.4,7.7,-6.2,-2.49,2.46,57.0,71.0,80.3,1225.0,437.0,16.0,19.0,84.2,32.0,35.0,91.4,8.0,15.0,53.3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0,10.0,4.0,3.0,57.1
352,Kenneth Taylor,MF,Netherlands,20,2002,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,6.0,2.0,0.0,9.0,0.0,0.0,,0.0,0.0,8.0,1.0,1,5.0,5.0,1.0,0,,0,1,5.0,4,3.0,0.0,0.0,0.0,0.0,-1.14,0.0,0.0,0.0,0.09,0.36,8.0,8.0,100.0,112.0,37.0,6.0,6.0,100.0,1.0,1.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
353,Kevin De Bruyne,FW,Belgium,31,1991,3.0,0,7,2,28.6,2.33,0.67,0.0,0.0,23.3,1.0,0,0,0.2,0.2,0.03,-0.2,-0.2,1.0,1,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0,1.0,3.0,0.0,11.0,3.67,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,17.0,74.0,76.0,3.0,163.0,4.0,8.0,50.0,7.0,4.0,112.0,19.0,3,270.0,90.0,100.0,3,90.0,3,0,,0,1.33,1.0,2.0,-1.0,-0.33,,4.7,4.6,0.2,0.05,,93.0,136.0,68.4,1807.0,747.0,38.0,45.0,84.4,40.0,54.0,74.1,15.0,27.0,55.6,0,0.9,0.8,-0.9,8.0,17.0,9.0,2.0,21.0,0,0,0,0,2,0,18,0.0,0.0,0,11.0,4.0,0.0,100.0
354,Kevin Rodríguez,FW,Ecuador,22,2000,0.0,0,2,1,50.0,90.0,45.0,0.0,0.0,,,0,0,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,1.0,0.7,0,,0,2,1.0,1,2.0,0.0,0.0,0.0,0.0,-0.34,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,0,1,0,0,0,,,0,,,,
355,Kevin Álvarez,DF,Mexico,23,1999,0.8,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,2.0,1,2.0,2.0,0.0,1.0,1.29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,10.0,12.0,16.0,2.0,38.0,1.0,3.0,33.3,0.0,1.0,16.0,2.0,2,70.0,35.0,25.9,1,65.0,0,1,5.0,1,1.5,0.0,2.0,-2.0,-2.57,-3.02,0.4,0.8,-0.4,-0.53,-1.12,19.0,29.0,65.5,262.0,76.0,11.0,15.0,73.3,8.0,12.0,66.7,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0,0,0,0,1,0,1,0.0,0.0,0,4.0,0.0,2.0,0.0
356,Keylor Navas,GK,Costa Rica,36,1986,3.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,108.0,114.0,0.0,0.0,0.0,114.0,0.0,0.0,,0.0,0.0,33.0,0.0,3,270.0,90.0,100.0,3,90.0,3,0,,0,1.0,3.0,11.0,-8.0,-2.67,,1.4,10.1,-8.7,-2.9,,61.0,102.0,59.8,2135.0,1522.0,7.0,7.0,100.0,25.0,25.0,100.0,29.0,68.0,42.6,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
357,Keysher Fuller,DF,Costa Rica,28,1994,2.8,1,3,2,66.7,1.07,0.71,0.33,0.5,15.5,0.0,0,0,0.4,0.4,0.13,0.6,0.6,4.0,4,3.0,1.0,0.0,3.0,7.0,42.9,4.0,2.0,0.0,2.0,3,7.0,9.0,0.0,3.0,1.07,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,11.0,38.0,36.0,19.0,4.0,92.0,1.0,2.0,50.0,4.0,1.0,47.0,5.0,3,253.0,84.0,93.7,3,84.0,2,0,,0,1.0,3.0,9.0,-6.0,-2.13,8.45,1.4,7.4,-6.0,-2.14,12.11,44.0,63.0,69.8,663.0,194.0,21.0,27.0,77.8,21.0,26.0,80.8,1.0,7.0,14.3,0,0.2,0.1,-0.2,1.0,2.0,0.0,0.0,1.0,0,0,0,2,4,2,2,0.0,0.0,0,11.0,0.0,1.0,0.0
358,Kieffer Moore,FW,Wales,30,1992,2.5,0,6,2,33.3,2.4,0.8,0.0,0.0,16.2,0.0,0,0,1.0,1.0,0.17,-1.0,-1.0,1.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,3.0,1.0,2.0,2,3.0,7.0,0.0,6.0,2.4,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,8.0,11.0,38.0,46.0,12.0,95.0,0.0,1.0,0.0,10.0,3.0,71.0,15.0,3,225.0,75.0,83.3,2,90.0,2,1,45.0,0,0.33,1.0,5.0,-4.0,-1.6,0.4,2.6,3.9,-1.4,-0.55,0.44,36.0,56.0,64.3,564.0,87.0,17.0,27.0,63.0,15.0,20.0,75.0,2.0,2.0,100.0,0,0.2,0.1,-0.2,4.0,3.0,1.0,0.0,3.0,0,0,0,5,4,1,0,0.0,0.0,0,7.0,11.0,6.0,64.7
359,Kieran Trippier,DF,England,32,1990,2.3,0,1,0,0.0,0.44,0.0,0.0,,27.2,1.0,0,0,0.0,0.0,0.05,0.0,0.0,6.0,4,4.0,2.0,0.0,5.0,6.0,83.3,1.0,3.0,1.0,2.0,1,7.0,4.0,0.0,5.0,2.18,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,5.0,53.0,111.0,45.0,1.0,205.0,1.0,1.0,100.0,1.0,1.0,133.0,4.0,3,206.0,69.0,45.8,2,90.0,2,1,26.0,2,2.33,7.0,2.0,5.0,2.18,0.71,4.1,2.2,1.9,0.82,-0.2,165.0,195.0,84.6,2930.0,762.0,80.0,84.0,95.2,68.0,76.0,89.5,16.0,29.0,55.2,0,0.1,0.2,-0.1,3.0,11.0,2.0,0.0,13.0,0,0,0,1,0,0,10,0.0,0.0,0,11.0,4.0,1.0,80.0
360,Kim Jin-su,DF,Korea Republic,30,1992,3.5,0,4,0,0.0,1.14,0.0,0.0,,11.2,0.0,0,0,0.3,0.3,0.08,-0.3,-0.3,10.0,5,6.0,2.0,2.0,5.0,6.0,83.3,1.0,2.0,0.0,2.0,3,13.0,5.0,0.0,7.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.29,1.0,0.0,0.0,0.0,0.0,0.0,175.0,9.0,50.0,60.0,68.0,10.0,175.0,0.0,2.0,0.0,4.0,0.0,97.0,8.0,4,315.0,79.0,87.5,4,79.0,3,0,,0,1.0,4.0,8.0,-4.0,-1.14,-3.14,4.3,6.3,-2.0,-0.57,0.49,105.0,146.0,71.9,1901.0,672.0,47.0,51.0,92.2,44.0,62.0,71.0,11.0,25.0,44.0,1,0.6,0.6,0.4,5.0,5.0,4.0,3.0,7.0,0,0,0,1,6,1,16,0.0,0.0,0,12.0,10.0,4.0,71.4
361,Kim Min-jae,DF,Korea Republic,26,1996,3.0,0,2,0,0.0,0.67,0.0,0.0,,8.2,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,2.0,1,2.0,0.0,0.0,1.0,1.0,100.0,0.0,5.0,1.0,4.0,2,4.0,8.0,0.0,1.0,0.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,29.0,91.0,102.0,21.0,3.0,213.0,1.0,1.0,100.0,1.0,0.0,153.0,1.0,3,269.0,90.0,74.7,3,90.0,2,0,,1,0.33,3.0,7.0,-4.0,-1.34,-2.33,2.8,5.8,-3.0,-1.02,-1.53,167.0,191.0,87.4,3337.0,1234.0,60.0,65.0,92.3,85.0,90.0,94.4,20.0,29.0,69.0,0,0.0,0.1,0.0,0.0,19.0,1.0,0.0,10.0,0,0,0,0,0,0,1,0.0,0.0,0,14.0,10.0,1.0,90.9
362,Kim Moonhwan,DF,Korea Republic,27,1995,4.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,9.0,4,6.0,2.0,1.0,5.0,6.0,83.3,1.0,3.0,1.0,2.0,4,13.0,16.0,0.0,7.0,1.75,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,17.0,76.0,118.0,96.0,5.0,289.0,2.0,4.0,50.0,6.0,2.0,157.0,13.0,4,360.0,90.0,100.0,4,90.0,4,0,,0,1.0,5.0,8.0,-3.0,-0.75,,4.6,7.1,-2.5,-0.63,,201.0,242.0,83.1,3226.0,1077.0,109.0,117.0,93.2,73.0,93.0,78.5,14.0,19.0,73.7,0,0.6,0.3,-0.6,3.0,14.0,5.0,3.0,8.0,0,0,0,1,0,0,15,0.0,0.0,0,16.0,6.0,3.0,66.7
363,Kim Seung-gyu,GK,Korea Republic,32,1990,4.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2,2.0,2.0,0.0,1.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,109.0,139.0,0.0,0.0,0.0,139.0,0.0,0.0,,0.0,0.0,60.0,0.0,4,360.0,90.0,100.0,4,90.0,4,0,,0,1.0,5.0,8.0,-3.0,-0.75,,4.6,7.1,-2.5,-0.63,,93.0,128.0,72.7,2291.0,1407.0,23.0,23.0,100.0,45.0,45.0,100.0,25.0,59.0,42.4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,5.0,0.0,2.0,0.0
364,Kim Young-gwon,DF,Korea Republic,32,1990,3.9,1,2,1,50.0,0.51,0.26,0.5,1.0,10.9,0.0,0,0,0.8,0.8,0.38,0.2,0.2,3.0,2,3.0,0.0,0.0,1.0,2.0,50.0,1.0,3.0,2.0,1.0,3,6.0,11.0,0.0,5.0,1.29,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,27.0,119.0,107.0,6.0,3.0,232.0,0.0,0.0,,0.0,0.0,172.0,0.0,4,350.0,88.0,97.2,4,88.0,3,0,,0,1.0,4.0,8.0,-4.0,-1.03,-10.03,3.9,7.1,-3.2,-0.81,-6.52,178.0,209.0,85.2,3954.0,1720.0,61.0,65.0,93.8,82.0,87.0,94.3,35.0,56.0,62.5,0,0.2,0.1,-0.2,3.0,17.0,4.0,1.0,18.0,1,0,0,1,2,0,1,0.0,0.0,0,13.0,6.0,2.0,75.0
365,Kingsley Coman,FW,France,26,1996,1.9,0,1,0,0.0,0.53,0.0,0.0,,10.7,0.0,0,0,0.2,0.2,0.16,-0.2,-0.2,3.0,2,1.0,2.0,0.0,1.0,2.0,50.0,1.0,3.0,0.0,3.0,2,5.0,1.0,0.0,4.0,2.59,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,3.0,15.0,39.0,53.0,2.0,102.0,6.0,10.0,60.0,6.0,7.0,69.0,10.0,6,169.0,28.0,25.6,1,62.0,0,5,21.0,1,2.17,5.0,3.0,2.0,1.07,-0.03,3.8,4.0,-0.3,-0.16,-0.85,56.0,72.0,77.8,841.0,120.0,32.0,35.0,91.4,20.0,25.0,80.0,4.0,10.0,40.0,0,0.1,0.2,-0.1,1.0,1.0,2.0,1.0,1.0,0,0,0,1,2,0,13,0.0,0.0,0,12.0,2.0,4.0,33.3
366,Ko Itakura,DF,Japan,25,1997,3.0,0,3,1,33.3,1.0,0.33,0.0,0.0,14.6,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,9.0,5,4.0,4.0,1.0,3.0,4.0,75.0,1.0,1.0,0.0,1.0,4,13.0,16.0,0.0,2.0,0.67,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.33,0.0,1.0,0.0,0.0,0.0,0.0,150.0,20.0,63.0,80.0,9.0,5.0,150.0,0.0,2.0,0.0,4.0,1.0,91.0,1.0,3,270.0,90.0,69.2,3,90.0,3,0,,0,2.0,4.0,3.0,1.0,0.33,0.33,3.8,4.2,-0.4,-0.14,0.04,98.0,111.0,88.3,1860.0,494.0,32.0,35.0,91.4,55.0,59.0,93.2,11.0,15.0,73.3,1,0.1,0.0,0.9,1.0,7.0,0.0,0.0,1.0,2,0,0,5,0,0,0,0.0,0.0,0,13.0,0.0,2.0,0.0
367,Koke,MF,Spain,30,1992,0.6,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,5.0,54.0,9.0,0.0,68.0,0.0,0.0,,1.0,0.0,60.0,1.0,2,52.0,26.0,13.3,0,,0,2,26.0,2,2.0,3.0,1.0,2.0,3.46,2.4,0.8,1.0,-0.2,-0.33,-1.11,56.0,62.0,90.3,991.0,170.0,26.0,28.0,92.9,24.0,25.0,96.0,6.0,7.0,85.7,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,
368,Kristijan Jakić,FW,Croatia,25,1997,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,1.0,0.1,0,,0,1,1.0,6,3.0,0.0,0.0,0.0,0.0,-0.13,0.0,0.0,0.0,-4.49,-3.97,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
369,Krystian Bielik,MF,Poland,24,1998,2.4,0,2,0,0.0,0.83,0.0,0.0,,15.8,0.0,0,0,0.2,0.2,0.09,-0.2,-0.2,5.0,3,1.0,3.0,1.0,2.0,4.0,50.0,2.0,1.0,0.0,1.0,5,10.0,6.0,0.0,1.0,0.42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,13.0,45.0,75.0,10.0,2.0,129.0,1.0,3.0,33.3,1.0,3.0,77.0,0.0,4,216.0,54.0,60.0,2,76.0,1,2,33.0,0,1.0,3.0,3.0,0.0,0.0,1.25,3.8,4.8,-1.0,-0.41,0.69,86.0,99.0,86.9,1621.0,440.0,35.0,38.0,92.1,37.0,38.0,97.4,12.0,17.0,70.6,0,0.0,0.1,0.0,0.0,5.0,1.0,0.0,5.0,0,0,0,5,4,0,0,0.0,1.0,0,10.0,6.0,4.0,60.0
370,Krzysztof Piątek,FW,Poland,27,1995,0.3,0,1,0,0.0,3.21,0.0,0.0,,15.6,0.0,0,0,0.0,0.0,0.03,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,6.0,2.0,1.0,9.0,0.0,0.0,,1.0,1.0,7.0,0.0,2,28.0,14.0,7.8,0,,0,2,14.0,2,1.5,1.0,0.0,1.0,3.21,4.03,0.8,0.6,0.2,0.56,1.35,2.0,6.0,33.3,35.0,0.0,1.0,2.0,50.0,1.0,3.0,33.3,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0,1.0,2.0,6.0,25.0
371,Krépin Diatta,FW,Senegal,23,1999,2.0,0,3,1,33.3,1.49,0.5,0.0,0.0,16.5,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,4.0,1.99,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,5.0,34.0,51.0,2.0,88.0,1.0,3.0,33.3,7.0,7.0,76.0,4.0,3,181.0,60.0,50.3,3,60.0,0,0,,1,1.0,2.0,2.0,0.0,0.0,1.01,1.4,1.3,0.1,0.05,-0.41,60.0,73.0,82.2,786.0,241.0,43.0,46.0,93.5,8.0,15.0,53.3,4.0,5.0,80.0,0,0.2,0.2,-0.2,3.0,3.0,3.0,1.0,6.0,0,0,0,4,2,2,4,0.0,0.0,0,11.0,2.0,1.0,66.7
372,Kudus Mohammed,FW,Ghana,22,2000,2.7,2,8,4,50.0,2.91,1.46,0.25,0.5,21.8,0.0,0,0,0.8,0.8,0.1,1.2,1.2,5.0,4,3.0,0.0,2.0,1.0,2.0,50.0,1.0,4.0,0.0,4.0,1,6.0,0.0,0.0,5.0,1.82,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,19.0,45.0,59.0,6.0,118.0,10.0,15.0,66.7,4.0,6.0,76.0,13.0,3,247.0,82.0,91.5,3,82.0,0,0,,0,1.0,4.0,5.0,-1.0,-0.36,3.55,3.6,4.6,-0.9,-0.33,1.68,62.0,87.0,71.3,1060.0,233.0,28.0,38.0,73.7,23.0,27.0,85.2,9.0,14.0,64.3,0,0.0,0.1,0.0,0.0,4.0,0.0,0.0,5.0,1,0,0,3,5,1,6,1.0,0.0,0,22.0,0.0,4.0,0.0
373,Kwon Chang-hoon,FW,Korea Republic,28,1994,0.6,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1.0,0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,2.0,3.21,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,14.0,13.0,3.0,28.0,0.0,0.0,,1.0,1.0,22.0,3.0,1,56.0,56.0,15.6,1,56.0,0,0,,3,0.0,0.0,2.0,-2.0,-3.21,-2.92,0.5,1.3,-0.8,-1.25,-0.73,19.0,25.0,76.0,311.0,56.0,10.0,12.0,83.3,7.0,7.0,100.0,2.0,4.0,50.0,0,0.2,0.2,-0.2,1.0,2.0,1.0,1.0,1.0,0,0,0,0,0,0,3,0.0,0.0,0,3.0,0.0,2.0,0.0
374,Kwon Kyung-won,DF,Korea Republic,30,1992,1.0,0,1,0,0.0,0.99,0.0,0.0,,33.8,0.0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,2,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,11.0,30.0,21.0,2.0,0.0,53.0,0.0,0.0,,0.0,0.0,36.0,0.0,2,91.0,46.0,25.3,1,90.0,1,1,1.0,2,1.5,2.0,1.0,1.0,0.99,2.33,1.8,1.3,0.5,0.51,1.53,39.0,43.0,90.7,707.0,216.0,18.0,18.0,100.0,16.0,19.0,84.2,5.0,5.0,100.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0,0,0,0,3,0,0,0.0,0.0,0,2.0,2.0,2.0,50.0
375,Kye Rowles,DF,Australia,24,1998,4.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,8.0,2,5.0,3.0,0.0,4.0,7.0,57.1,3.0,9.0,7.0,2.0,7,15.0,16.0,1.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,43.0,170.0,59.0,2.0,0.0,231.0,0.0,0.0,,1.0,0.0,147.0,0.0,4,360.0,90.0,100.0,4,90.0,4,0,,0,1.5,4.0,6.0,-2.0,-0.5,,2.3,7.2,-4.9,-1.23,,165.0,187.0,88.2,3062.0,1025.0,49.0,52.0,94.2,96.0,105.0,91.4,14.0,18.0,77.8,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0,0,0,1,2,0,0,0.0,0.0,0,12.0,4.0,2.0,66.7
376,Kyle Walker,DF,England,32,1990,2.6,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,3.0,1,2.0,1.0,0.0,3.0,5.0,60.0,2.0,2.0,0.0,2.0,3,6.0,3.0,0.0,3.0,1.14,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,3.0,54.0,120.0,27.0,0.0,198.0,2.0,3.0,66.7,1.0,0.0,129.0,1.0,3,236.0,79.0,52.4,3,79.0,2,0,,2,2.0,6.0,2.0,4.0,1.53,-0.58,4.6,1.9,2.8,1.05,0.27,162.0,181.0,89.5,3151.0,837.0,65.0,68.0,95.6,76.0,83.0,91.6,20.0,28.0,71.4,0,0.0,0.1,0.0,0.0,11.0,2.0,0.0,12.0,0,0,0,3,3,0,2,0.0,0.0,0,10.0,4.0,2.0,66.7
377,Kylian Mbappé,FW,France,23,1998,6.6,8,29,11,37.9,4.36,1.66,0.21,0.55,17.1,1.0,2,2,5.2,3.6,0.13,2.8,2.4,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,46.0,7.29,28.0,1.0,7.0,8.0,2.0,0.0,11.0,1.74,7.0,0.0,0.0,4.0,0.0,0.0,325.0,0.0,8.0,98.0,225.0,61.0,323.0,25.0,52.0,48.1,21.0,10.0,262.0,58.0,7,598.0,85.0,90.6,6,95.0,6,1,28.0,0,2.29,16.0,7.0,9.0,1.35,2.81,13.6,9.6,4.0,0.64,0.93,173.0,229.0,75.5,2567.0,645.0,110.0,123.0,89.4,48.0,61.0,78.7,12.0,25.0,48.0,2,1.3,1.3,0.7,11.0,16.0,8.0,2.0,16.0,0,0,0,7,7,6,25,0.0,0.0,0,20.0,1.0,4.0,20.0
